3,7,11,15,19,23,27
3,7,11,15,19,23,27,28,29,30
3,7,11,15,19,23,26,29,30
3,7,11,15,19,23,26,28
3,7,11,15,19,23,24,25,29,30
3,7,11,15,19,23,24,25,28
3,7,11,15,19,23,24,25,26,27
3,7,11,15,19,23,24,25,26,27,28,29,30
3,7,11,15,19,22,25,29,30
3,7,11,15,19,22,25,28
3,7,11,15,19,22,25,26,27
3,7,11,15,19,22,25,26,27,28,29,30
3,7,11,15,19,22,24,27
3,7,11,15,19,22,24,27,28,29,30
3,7,11,15,19,22,24,26,29,30
3,7,11,15,19,22,24,26,28
3,7,11,15,19,20,21,25,29,30
3,7,11,15,19,20,21,25,28
3,7,11,15,19,20,21,25,26,27
3,7,11,15,19,20,21,25,26,27,28,29,30
3,7,11,15,19,20,21,24,27
3,7,11,15,19,20,21,24,27,28,29,30
3,7,11,15,19,20,21,24,26,29,30
3,7,11,15,19,20,21,24,26,28
3,7,11,15,19,20,21,22,23,27
3,7,11,15,19,20,21,22,23,27,28,29,30
3,7,11,15,19,20,21,22,23,26,29,30
3,7,11,15,19,20,21,22,23,26,28
3,7,11,15,19,20,21,22,23,24,25,29,30
3,7,11,15,19,20,21,22,23,24,25,28
3,7,11,15,19,20,21,22,23,24,25,26,27
3,7,11,15,19,20,21,22,23,24,25,26,27,28,29,30
3,7,11,15,18,21,25,29,30
3,7,11,15,18,21,25,28
3,7,11,15,18,21,25,26,27
3,7,11,15,18,21,25,26,27,28,29,30
3,7,11,15,18,21,24,27
3,7,11,15,18,21,24,27,28,29,30
3,7,11,15,18,21,24,26,29,30
3,7,11,15,18,21,24,26,28
3,7,11,15,18,21,22,23,27
3,7,11,15,18,21,22,23,27,28,29,30
3,7,11,15,18,21,22,23,26,29,30
3,7,11,15,18,21,22,23,26,28
3,7,11,15,18,21,22,23,24,25,29,30
3,7,11,15,18,21,22,23,24,25,28
3,7,11,15,18,21,22,23,24,25,26,27
3,7,11,15,18,21,22,23,24,25,26,27,28,29,30
3,7,11,15,18,20,23,27
3,7,11,15,18,20,23,27,28,29,30
3,7,11,15,18,20,23,26,29,30
3,7,11,15,18,20,23,26,28
3,7,11,15,18,20,23,24,25,29,30
