4,8,9
4,7
4,5,6
4,5,6,7,8,9
3,6
3,6,7,8,9
3,5,8,9
3,5,7
1,2,6
1,2,6,7,8,9
1,2,5,8,9
1,2,5,7
1,2,3,4,8,9
1,2,3,4,7
1,2,3,4,5,6
1,2,3,4,5,6,7,8,9
