3,7,11,12
3,7,10
3,7,8,9
3,7,8,9,10,11,12
3,6,9
3,6,9,10,11,12
3,6,8,11,12
3,6,8,10
3,4,5,9
3,4,5,9,10,11,12
3,4,5,8,11,12
3,4,5,8,10
3,4,5,6,7,11,12
3,4,5,6,7,10
3,4,5,6,7,8,9
3,4,5,6,7,8,9,10,11,12
2,5,9
2,5,9,10,11,12
2,5,8,11,12
2,5,8,10
2,5,6,7,11,12
2,5,6,7,10
2,5,6,7,8,9
2,5,6,7,8,9,10,11,12
2,4,7,11,12
2,4,7,10
2,4,7,8,9
2,4,7,8,9,10,11,12
2,4,6,9
2,4,6,9,10,11,12
2,4,6,8,11,12
2,4,6,8,10
1,5,9
1,5,9,10,11,12
1,5,8,11,12
1,5,8,10
1,5,6,7,11,12
1,5,6,7,10
1,5,6,7,8,9
1,5,6,7,8,9,10,11,12
1,4,7,11,12
1,4,7,10
1,4,7,8,9
1,4,7,8,9,10,11,12
1,4,6,9
1,4,6,9,10,11,12
1,4,6,8,11,12
1,4,6,8,10
1,2,3,7,11,12
1,2,3,7,10
1,2,3,7,8,9
1,2,3,7,8,9,10,11,12
1,2,3,6,9
1,2,3,6,9,10,11,12
1,2,3,6,8,11,12
1,2,3,6,8,10
1,2,3,4,5,9
1,2,3,4,5,9,10,11,12
1,2,3,4,5,8,11,12
1,2,3,4,5,8,10
1,2,3,4,5,6,7,11,12
1,2,3,4,5,6,7,10
1,2,3,4,5,6,7,8,9
1,2,3,4,5,6,7,8,9,10,11,12
